WRMD_ID,Accession_no,Admission_date,Species,Org,Location,Lat,Long,Disp,Disp_date,Age,Clinical presentation/syndrome category,Reasons for admission,Condition,Diagnosis,Notes
801486,17-3773,10/18/2017 16:16,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,2686 Velarde Dr. Thousand Oaks CA,34.215432,-118.899782,Pending,,Adult,Neurologic disease,"found in front yard, laying down","**cns**: neuro, spin to the R in the crate. head trauma // **body**: did not move during mobility test, looked very scared // **hindlimb**: all limbs appeared to move normally in crate // ",Head trauma; neuro,
801792,17-4889,10/18/2017 13:24,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,Wildlife Care Association of Sacramento,Huntsman Dr and Caldera Way Sacramento CA,38.557723,-121.353018,Pending,,Adult,Neurologic disease,Appears sick or injured - found walking in circles in the road,**cns**: Symptoms of west nile // **comments**: Possible west nile  // ,Neurological disease,
659078,17-3742,10/14/2017 13:00,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,N/A Granada Hills CA,34.279358,-118.502153,Pending,,Juvenile,Neurologic disease,"Found this morning dragging itself across the ground, paws possibly broken","**cns**: Neuro, uncoordinated, falls to both R and L // **integument**: Fur contamination on back // **forelimb**: FL tucked close to body, no fx felt // **hindlimb**: L HL tucked close to body // ",Neuro,
659078,17-3741,10/14/2017 11:55,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,8025 Redlands St.  Playa Del Rey CA,33.95795,-118.435011,Euthanized +24hr,10/18/2017,Sub-adult,"Neurologic disease, ocular disease","Found on front porch, possible leg injury. Tried to scoot/drag itself away. Minimal movement.","**head**: OU discharge, L>R // **cns**: Neuro, falls to both R and L, uncoordinated // **forelimb**: FL weakness, R>L. Able to bring L leg towards face, unable to bring R leg forward. Difficulty propelling forward // **hindlimb**: HL weakness, uncoordinated, difficulty propelling forward // ","Neuro, Uveitis OU",
800457,17-3750,10/16/2017 9:13,American Crow,California Wildlife Center,11901 Pacific ave  Los Angeles CA,34.006695,-118.426359,Died in 24hr,10/17/2017,Adult,Neurologic disease,"Grounded, can't fly",**hindlimb**: not standing // **comments**: suspect WNV // ,,
800395,17-3748,10/15/2017 12:38,American Crow,California Wildlife Center,11760 National Blvd Los Angeles CA,34.021587,-118.440131,Euthanized in 24hr,10/15/2017,Adult,Neurologic disease,na,**body**: Fully adhered keel // **hindlimb**: HL paresis // ,,
788923,17-3017,10/15/2017 8:29,American Crow,Santa Barbara Wildlife Care Network,Montecito St. and Haley St. Santa Barbara CA,34.418972,-119.69322,Died +24hr,10/17/2017,Adult,Neurologic disease,spinal injury,"**hindlimb**: unable to stand, can clench feet and move legs slightly // ",,
801765,17-12364,10/14/2017 12:04,American Crow,Project Wildlife ,Ramona Ramona CA,33.04136,-116.879255,Pending,,,Neurologic disease,suspected west nile,,,
802036,17-12385,10/19/2017 11:27,Western Grebe,Project Wildlife ,Beach front life guard tower 92118 CA,32.683164,-117.184542,Pending,,,Stranded,Not flying,,,
802095,17-2157,10/19/2017 11:00,Western Grebe,Pacific Wildlife Care,928 Pacific Blvd. Oceano CA,35.111464,-120.625436,Pending,,Adult,"Stranded, nutritional disease",weak,**integument**: Damp and sandy // ,Emaciated,
689049,17-2156,10/19/2017 10:59,Western Grebe,Pacific Wildlife Care,928 Pacific Blvd. Oceano CA,35.111464,-120.625436,Pending,,Adult,"Stranded, nutritional disease",weak,"**integument**: sand in feathers on ventrum, ",emaciated,
734546,17-2155,10/19/2017 10:58,Western Grebe,Pacific Wildlife Care,928 Pacific Blvd. Oceano CA,35.111464,-120.625436,Pending,,Adult,"Stranded, petrochemical exposure",oiled,"**head**: Oil inside bill // **integument**: Heavy weathered tar entire ventrum, around L hock // ",Contaminated-petroleum,
801518,17-3041,10/18/2017 15:17,Western Grebe,Santa Barbara Wildlife Care Network,1541 Viewpoint Oxnard CA,34.185835,-119.230744,Pending,,Adult,Stranded,Beached,**comments**: NSF // ,,
744594,17-936,10/18/2017 15:04,Western Grebe,Bird Ally X,"Samoa beach, power lines Samoa CA",,,Pending,,Juvenile,Stranded,struggling in water,,,
689487,17-2151,10/17/2017 16:24,Western Grebe,Pacific Wildlife Care,928 Pacific Blvd. Oceano CA,35.111464,-120.625436,Died in 24hr,10/18/2017,Adult,"Stranded, nutritional disease",Found in a tire on the beach,,Emaciation,
652127,17-3030,10/16/2017 16:17,Western Grebe,Santa Barbara Wildlife Care Network,Chase Palm Park Santa Barbara CA,34.415421,-119.682871,Died in 24hr,10/17/2017,Adult,Stranded,Beached,,,
800874,17-3028,10/16/2017 15:05,Western Grebe,Santa Barbara Wildlife Care Network,Ventura Harbor Ventura CA,34.241165,-119.26472,Died in 24hr,10/16/2017,Adult,"Stranded, nutritional disease",weak,**body**: Emaciated and weak // ,,
731042,17-2139,10/16/2017 10:24,Western Grebe,Pacific Wildlife Care,Oceano Dunes Oceano CA,35.10547,-120.629499,Pending,,Adult,"Stranded, petrochemical exposure",Oiled,"**head**: tar inside bill // **integument**: heavily contaminated on ventrum, highly aromatic  // **hindlimb**: tar on feet // **comments**: small bird // ",oiled,
800703,17-2138,10/16/2017 10:22,Western Grebe,Pacific Wildlife Care,Oceano Dunes Oceano CA,35.10547,-120.629499,Euthanized in 24hr,10/16/2017,Adult,"Stranded, neurologic disease, nutritional disease","Beached, attacked by gulls","**head**: bilateral nystagmus  // **cns**: torticollis // **integument**: slightly wet upon arrival // **comments**: placed on heating pad, agonal within 20 minutes of arrival // ","emaciated, agonal, possible neurological condition",
683834,17-562,10/15/2017 16:37,Western Grebe,"LakeTahoe Wildlife Care, Inc.",Lake Tahoe South Lake Tahoe CA,38.92001,-119.994204,Dead on arrival,,Adult,Stranded,Picked on by gull,,,
800332,17-3018,10/15/2017 10:35,Western Grebe,Santa Barbara Wildlife Care Network,Hope Ranch Beach Santa Barbara CA,34.412041,-119.765067,Transferred,10/16/2017,Adult,Stranded,Beached,**comments**: NSF // ,,
742368,17-922,10/14/2017 16:59,Western Grebe,Bird Ally X,Big Lagoon Beach Trinidad CA,41.163165,-124.131563,Euthanized in 24hr,10/14/2017,Juvenile,"Stranded, physical injury",struggling in surf. missing leg?,**hindlimb**: compound fx of right hock // ,,
711309,17-2238,10/19/2017 12:22,Common Murre or Guillemot,Native Animal Rescue,Del Mar Beach before Hidden Beach Aptos CA,,,Pending,,,Stranded,Appeared sick or injured,,,
793506,17-2139,10/17/2017 19:07,Common Murre or Guillemot,SPCA for Monterey County,Moss landing State beach Moss landing CA,36.799528,-121.786059,Pending,,Adult,"Stranded, physical injury",beached,"**integument**: mismolt tail feathers, primaries growing in on both wings // **hindlimb**: abrasions covering pads of both feet // ",catastrophic molt,
801430,17-2228,10/17/2017 14:44,Common Murre or Guillemot,Native Animal Rescue,On beach / West Cliff Dr. Near end of Almar St. Santa Cruz CA,,,Pending,,,Stranded,Weak,,,
711217,17-2234,10/17/2017 14:21,Common Murre or Guillemot,Native Animal Rescue,Sunset State Beach Watsonville CA,36.886753,-121.832536,Pending,,,"Stranded, physical injury","R webbed foot injured, weak",,,
711003,17-2221,10/15/2017 16:05,Common Murre or Guillemot,Native Animal Rescue,Beach on Westcliff Santa Cruz CA,36.952905,-122.056754,Died +24hr,10/18/2017,,Stranded,"Appeared sick and injured, weak",,,
807738,17-2222,10/14/2017 16:07,Common Murre or Guillemot,Native Animal Rescue,Natural Bridges Santa Cruz CA,36.957105,-122.057304,Died +24hr,,,Stranded,Appeared sick or injured,,,
797537,17-3089,10/26/2017 9:32,Western Grebe,Santa Barbara Wildlife Care Network,unknown Ventura CA,34.280588,-119.294801,Pending,,Adult,Stranded,beached,"**head**: flaking around beak, possibly from preening, he's molting so has a lot of feather dust // **forelimb**: molting all wing feathers, both wings // **comments**: starts regurging at 10cc, can't hold anything down // ",,
749527,17-961,10/25/2017 16:34,Western Grebe,Bird Ally X,? dropped off at NCMMC Crescent City CA,,,Died in 24hr,10/26/2017,Juvenile,Stranded,beached,"**gastrointestinal**: bright green/white feces // **integument**: feces stains on top of head, upper chest, and around vent // ",,
804502,17-3084,10/25/2017 14:10,Western Grebe,Santa Barbara Wildlife Care Network,Campus Point Beach Goleta CA,34.406275,-119.843496,Died in 24hr,10/26/2017,Adult,"Stranded, nutritional disease","beached, emaciated and dehydrated","**head**: left pupil fully dialated, barely holding head up very very weak // **comments**: not doing well during exam appears to by dying, put on heating pad // ",,
716639,17-3076,10/24/2017 13:48,Western Grebe,Santa Barbara Wildlife Care Network,Unknown Oxnard CA,34.280588,-119.294801,Pending,,Adult,Stranded,Beached,**comments**: NSF // ,,
748627,17-956,10/23/2017 12:54,Western Grebe,Bird Ally X,Samoa Beach across from Fox Farm Samoa  CA,,,Pending,,Juvenile,"Stranded, physical injury",beached - at water line,**integument**: wet and sandy // **body**: small scabs under both wings where feet would rest // ,,
716639,17-3070,10/23/2017 11:40,Western Grebe,Santa Barbara Wildlife Care Network,Ventura Beach  Ventura CA,34.274646,-119.229032,Transferred,10/24/2017,Adult,"Stranded, physical injury",Beached,"**head**: Caseous necrosis inside mouth at commissures  // **forelimb**: very small cut on ventral right wrist, cleaned with hibiclens // ",,
716639,17-3071,10/23/2017 11:40,Western Grebe,Santa Barbara Wildlife Care Network,Oxnard Shores Oxnard CA,34.185629,-119.239343,Transferred,10/24/2017,Adult,"Stranded, physical injury",beached,"**hindlimb**: both feet have wounds on ventral digits at all joints, some of them are pretty severe but I did not see bone exposure. cleaned feet with hibiclens  // **comments**: aggressive to other grebes so put him by himself // ",,
707914,17-2172,10/22/2017 16:26,Western Grebe,Pacific Wildlife Care,Pismo Pier Pismo Beach CA,35.138287,-120.644732,Died in 24hr,10/23/2017,Adult,"Stranded, nutritional disease",unknown,"**gastrointestinal**: grit in feces, cloaca slightly distended. Expressed small amt of gas at exam table // **integument**: sand in feathers, lice // **hindlimb**: 2 cm notch in tip of L D2, chronic injury, no tx needed // **comments**: warmed on heating pad ~ 45 minutes, T=102.0. to 100F pool @ 515 // ",severe emaciation and dehydration,
802998,17-2167,10/21/2017 12:13,Western Grebe,Pacific Wildlife Care,Beach Oceano CA,35.137105,-120.634544,Euthanized +24hr,10/25/2017,Adult,Stranded,Weak,**integument**: Ventral feathers dirty and sandy // ,Thin,
745793,17-943,10/21/2017 10:30,Western Grebe,Bird Ally X,Moonstone Beach Trinidad CA,41.029443,-124.110437,Died in 24hr,10/21/2017,Juvenile,"Stranded, gastrointestinal disease, physical injury",beached,**head**: eyes sunken // **gastrointestinal**: leaky green feces // **integument**: see body // **body**: scabbed over wound on back near spine on left side about halfway down back approx 1cm diameter // **comments**: temp was 36.8°C on arrival. initial exam temp taken after 25ml warm water PO and an hour in 95°F incubator // ,,
806053,17-3104,10/26/2017 11:16,Common Murre,WildCare,Ocean Beach Ocean Beach CA,32.749499,-117.247035,Pending,,,"Stranded, nutritional disease","Beached, appeared malnourished",,,
689584,17-2173,10/26/2017 10:25,Common Murre,SPCA for Monterey County,Del Monte Beach across from Wave Street Monterey CA,36.604857,-117.247035,Euthanized in 24hr,10/26/2017,Adult,"Stranded, physical injury",Beached,**gastrointestinal**: Loose anal tone // **body**: Old laceration on back above right hip // **hindlimb**: Fracture of right tibiotarsus and right fibula mid-shaft // ,"Fractured tibiotarsus & fibula, lacerations",
689830,17-2183,10/23/2017 13:15,Common Murre,Pacific Wildlife Care,Moss Landing State Beach Moss Landing CA,36.799528,-117.247035,Euthanized in 24hr,10/23/2017,Adult,Stranded,Beached,**body**: Poor overall feather condition.  Feathers on ventrum stripped.  Broken feather patch upper chest. // ,Poor feather condition/broken feather patch,
797877,17-2176,10/23/2017 12:39,Common Murre,Pacific Wildlife Care,West Cliff near end of Almar Street Santa Cruz CA,,-117.247035,Euthanized +24hr,10/25/2017,Juvenile,"Stranded, petrochemical exposure, physical injury","""Weak""",**integument**: ~3cm X 5cm patch weathered oil R upper chest // **hindlimb**: Abrasions plantar surfaces digits bilat // ,Contaminated-petroleum,
767750,17-2175,10/23/2017 12:34,Common Murre,Pacific Wildlife Care,Sunset State Beach Watsonville CA,36.886753,-117.247035,Euthanized in 24hr,10/23/2017,Juvenile,"Stranded, neurologic disease","Appeared sick or injured, weak, right webbed foot",**hindlimb**:  L leg held extended behind body.  Unable to flex or extend.  No apparent pain perception in leg.  Muscle atrophy compared to R // ,L leg paralysis,
732004,17-2161,10/22/2017 17:23,Common Murre,SPCA for Monterey County,Carmel Beach Carmel CA,36.558859,-117.247035,Died in 24hr,10/23/2017,Juvenile,"Stranded, petrochemical exposure",beached ,**body**: moderate oiling Right side of keel // **forelimb**: surface oiling ventral and dorsal R radius/ulna // **hindlimb**: minor abrasions ventral feet // ,Oiled,
795082,17-2154,10/21/2017 19:31,Common Murre,SPCA for Monterey County,Moss Landing State Beach Moss Landing CA,36.799528,-117.247035,Euthanized in 24hr,10/22/2017,Adult,"Stranded, physical injury, neurologic disease",beached seabird,"**head**: Right eye slow PLR. ~15% of top beak missing. // **gastrointestinal**: caked in feces // **body**: Little algae on bottom hind-side // **hindlimb**: Abrasions on both hocks and phalanges // **comments**: QAR, few spouts of a small tantrum but mostly quiet/calm, top beak missing partly, slow plr on right eye and good body condition. JC // ",Possible head trauma,
804055,17-3091,10/26/2017 11:24,Northern Band-tailed Pigeon or Band-tailed Pigeon,Santa Barbara Wildlife Care Network,1915 San Leandro Ln. Montecito CA,34.424477,-117.247035,Euthanized in 24hr,10/26/2017,Adult,Gastrointestinal disease,Trich,**head**: advanced trich // ,,
804035,17-3087,10/24/2017 11:40,Northern Band-tailed Pigeon or Band-tailed Pigeon,WildCare,17 Blue Rock Ct Corte Madera CA,37.931159,-117.247035,Pending,10/25/2017,Adult,Gastrointestinal disease,laying by sliding door in backyard,"**comments**: Very thin. Crop, throat all closed up with trich lesions and backed up seed. Smells like trich. Euth' on intake iso/c02. MP, PS // ",Trich,
803112,17-2153,10/21/2017 14:24,Northern Band-tailed Pigeon or Band-tailed Pigeon,SPCA for Monterey County,7800 Cienega Road Hollister CA,36.764278,-117.247035,Euthanized in 24hr,10/21/2017,Adult,Gastrointestinal disease,"Found on ground, allowing people to approach","**head**: Large trich plaques in mouth and throat, swollen nodules in throat, airway almost blocked // ",Trichomoniasis,
806053,17-3103,10/26/2017 10:34,Rock Dove or Common Pigeon or Rock Pigeon or Fan-Tail Pigeon or Fantail Pigeon,WildCare,2 Vashell Way Orinda CA,37.879369,-117.247035,Euthanized in 24hr,10/26/2017,Adult,Gastrointestinal disease,"seemed distressed, on patio","**head**: trich lesions roof/back of mouth  // **comments**: lethargic, not very responsive to handling, mouth open, unable to stand (weak) // ",trich,
804055,17-3095,10/24/2017 16:39,Rock Dove or Common Pigeon or Rock Pigeon or Fan-Tail Pigeon or Fantail Pigeon,WildCare,"Page x Gough, San Francisco CA",37.774106,-117.247035,Euthanized in 24hr,10/24/2017,Juvenile,Gastrointestinal disease,Not flying,"**comments**: Severe trich. Throat closed, crop full. Throws up when handled.  // ",Fledgling with severe trich,
804055,17-3099,10/25/2017 14:25,Rock Dove or Common Pigeon or Rock Pigeon or Fan-Tail Pigeon or Fantail Pigeon,WildCare,188 Larkspur St San Rafael  CA,37.964886,-117.247035,Pending,,Juvenile,Neurologic disease,"been in yard 2 days, not flying away ","**head**: clear but slightly tacky  // **cns**: mild ataxia, slight quivering when approached, standing but wobbly, no signs of trauma  // **body**: thin // ",+/- sarco ,
803767,17-3809,10/25/2017 14:00,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,Cloverfiled and Colorado Santa Monica CA,34.028467,-117.247035,Pending,,Sub-adult,Neurologic disease,Unable to use front right limb,"**cns**: not using front limbs,  // **forelimb**: not using front limbs, can use L slightly more than R. t-rex stance // **hindlimb**: can use back legs // ",,
803767,17-3802,10/23/2017 12:42,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,1633 North Curson Avenue Los Angeles CA,34.100907,-117.247035,Pending,,Juvenile,Neurologic disease,"struggling to move, climbed up tree and fell off, two legs not working ",**cns**: HL paresis // ,,
804458,17-5091,10/26/2017 13:17,American Crow,Lindsay Wildlife,Valley View Middle School Viking Dr. Pleasant Hill CA,37.965268,-117.247035,Euthanized in 24hr,10/26/2017,Adult,"Neurologic disease, ocular disease, nutritional disease","Couldn't fly. Tried but got only about 18"" high","**head**: MM black indicating full adult. Not visually responsive, pale retina- possible cataracts forming esp L eye. Bird not visual. Ended exam here based on non-visual and neuro signs. Possibly indicating WNV? // **cns**: tremor, head pressing downward in bag- biting its own feet.  // **body**: BCS 2.5/5, borderline emaciation.  // **forelimb**: trying to luft - very weakly, R is hesitant to luft // **hindlimb**: alll nails on R foot dulled.  // **comments**: Cool to touch, not cold but not very warm [considering heat outside is ~80º- very abnormal) // ",,
804080,17-5313,10/24/2017 13:47,American Crow,Wildlife Center of Silicon Valley,W Evelyn Avenue and Hope Street Mountain View CA,37.394305,-117.247035,Euthanized in 24hr,10/24/2017,Adult,Neurologic disease,"found on ground, can't fly","**cns**: legs trembling, full pain response and gripping well with feet, no tail control; ataxic, becomes dorsally recumbent and is able to right itself // **integument**: good feather condition // **body**: 2/5 BCS // ",,
815402,17-5083,10/24/2017 9:33,American Crow,Lindsay Wildlife,71 Collins Dr. x Shelly Drive Pleasant Hill CA,,-117.247035,Euthanized +24hr,10/18/2017,Juvenile,Neurologic disease,"Found laying in street near 71 Collins Dr. Tried to ""wobble away"" as rescuer approached, but capture was easy",**cns**: Head ticking from R rotating to L // **integument**: Fluffed up // **hindlimb**: No standing // **comments**: WNV? // ,,
803767,17-3803,10/23/2017 14:44,American Crow,California Wildlife Center,3358 Scadlock Lane Sherman Oaks CA,34.131998,-117.247035,Died +24hr,10/25/2017,Juvenile,Neurologic disease,"landed on ground, flapping its wings but couldn't stand on its feet. was picked up immediately and held tight for 3 hours and was fighting, strong enough to escape.","**hindlimb**: hock sitting, falls forward // **comments**: suspect WNV // ","Neuro, Generalized weakness",
673857,17-4925,10/24/2017 12:49,Red-tailed Hawk or Harlan's Hawk,Wildlife Care Association of Sacramento,6051 Garden Highway Sacramento CA,38.676559,-117.247035,Pending,,Adult,Neurologic disease,"Appears sick or injured, Not flying, possible wing injury","**head**: holding mouth open // **hindlimb**: paresis, not standing, NAI // **comments**: suspect rodenticide poisoning // ",Possible poisoning," ""appears sick or injured"" or ""possible injury"" or ""suspected injury"" entries in the reasons for admission field shouldn't trigger the category ""physical injury"". There must be text indicating a physical injury in the condition field."
803039,17-3131,11/2/2017 8:57,Western Grebe,Santa Barbara Wildlife Care Network,Faria beach Ventura CA,34.318282,-119.387053,Pending,,Adult,"Stranded, physical injury",beached,"**gastrointestinal**: blood in feces // **hindlimb**: Holding right leg back and out away from body, right stifle fx or disclocated hard to tell on palpation. // **comments**: gave 0.5mL metacam, extremely stressed and appears to be in pain- keep separate from other birds  // ",,
711003,17-2221,11/1/2017 12:38,Western Grebe,Pacific Wildlife Care,928 Pacific Blvd. Oceano CA,35.111464,-120.625436,Pending,,Adult,"Stranded, nutritional disease, ocular disease",appears sick,"**head**: Holding R eye closed.  Moderate conjunctivitis.  White plaques at medial canthus, underneath and exterior to the 3rd eyelid // **integument**: Lice // ","Emaciated, R eye injury",
806798,17-3113,10/31/2017 14:57,Western Grebe,Santa Barbara Wildlife Care Network,Hope ranch beach between that and Hendry's Santa Barbara CA,34.412041,-119.765067,Euthanized +24hr,11/1/2017,Adult,"Stranded, physical injury",Beached,"**body**: puncture wound on right side of neck that goes all the way through to the esophagus needs sutures, old wound // ",,
724601,17-12596,10/31/2017 13:14,Western Grebe,Project Wildlife ,Under Sunset Cliffs Bridge 92107 CA,,,Pending,,,Stranded,"Found underneath bridge, appears sick or injured",,,
806053,17-3107,10/31/2017 12:46,Western Grebe,Santa Barbara Wildlife Care Network,Ventura Harbor Ventura CA,34.241165,-119.26472,Pending,,Adult,"Stranded, physical injury",beached and injured,**body**: large wound on right side of chest needs sutures. // ,,
692910,17-2273,10/30/2017 22:56,Western Grebe,Native Animal Rescue,Tanner Gulch didn't specify CA,,,Transferred,11/2/2017,,Stranded,"appeared sick r injured, at water's edge, people were poking it.",,,
806037,17-12575,10/30/2017 13:55,Western Grebe,Project Wildlife ,12384 Santiago Rd San Diego CA,33.018559,-117.063815,Pending,,,"Stranded, physical injury",injured leg,,,
806037,17-12573,10/30/2017 13:41,Western Grebe,Project Wildlife ,301 N. The Strand Oceanside CA,33.194153,-117.384568,Pending,,,Stranded,"Brought in by public, sick",,,
660465,17-3837,10/30/2017 13:36,Western Grebe,California Wildlife Center,Malibu Rd/Bluffs Park Malibu CA,34.033946,-118.703917,Pending,,Adult,"Stranded, physical injury",Could not swim/fly away,**hindlimb**: R ft puncture wounds and abrasions // ,R foot trauma,
806041,17-976,10/29/2017 14:22,Western Grebe,Bird Ally X,North Clam Beach McKinleyville CA,41.004055,-124.112561,Died +24hr,11/1/2017,Juvenile,"Stranded, physical injury",beached,"**integument**: tail feathers and adjacent body feathers torn out, significant abrasions // **hindlimb**: abrasions above hock L leg // ",,
805589,17-12555,10/28/2017 16:05,Western Grebe,Project Wildlife ,Solana Beach Lifeguard Station Solana Beach CA,32.991059,-117.27408,Pending,,,Stranded,Found not flying,,,
656976,17-973,10/28/2017 12:47,Western Grebe,Bird Ally X,Clam beach Clam beach CA,40.995103,-124.11453,Euthanized in 24hr,10/28/2017,Juvenile,"Stranded, nutritional disease, physical injury","grounded, emacitated",**musculoskeletal**: both shoulders dislocated. // ,,
815659,17-5100,10/28/2017 8:51,Western Grebe,Lindsay Wildlife,Spruce and Parkway South San Francisco  CA,37.657216,-122.415758,Transferred,10/28/2017,Adult,"Stranded, physical injury, respiratory disease",Found in parking lot or road,"**head**: MM pink, slightly tacky. Blood on syringe from back of mouth/throat. // **cns**: BAR, bitey.  // **cardiopulmonary**: Lung fields very rough, significant crackles,  // **gastrointestinal**: Defecated well.  // **musculoskeletal**: Unsure what is fractured. Entired musculoskeletal structure shifts when palpating both left and right sides of body, potentially fractured ribs. Unsure how salvageable at this time. Will send to IBR for thorough evaluation.  // **forelimb**: Bilateral superficial carpal abrasions, blood transfer on body feathers. L metacarpal also abraded, cleaned with dilute chlorhex and covered all abrasions with tegaderm.  // **hindlimb**: Top of R tarsus joint abraded, cleaned with dilute chlorhex, not actively bleeding. Superficial abrasions on top of RD3 mid-knuckle. Plantar surface of LD2+3 abraded at proximal digits, not open, no tendons visible. LD2 proximal knuckle may be Fx, unsure yet.  // ",,
734286,17-2207,11/1/2017 14:52,Pied-billed Grebe,SPCA for Monterey County,Salinas River State Beach Moss Landing CA,36.777204,-121.79541,Transferred,11/2/2017,Adult,"Stranded, petrochemical exposure",Beached,"**integument**: Oiling on abdomen, moderate depth, no oil burns // ",Oiled,
718951,17-3122,11/1/2017 10:42,Pied-billed Grebe,Santa Barbara Wildlife Care Network,Haskell's beach Goleta CA,34.431572,-119.916591,Euthanized in 24hr,11/1/2017,Adult,"Stranded, petrochemical exposure",beached/oiled,,,
807708,17-2220,11/1/2017 12:28,Common Loon or Great Northern Diver or Great Northern Loon,Pacific Wildlife Care,40 Zaca Ln San Luis Obispo CA,35.251654,-120.673513,Released,11/2/2017,Adult,"Stranded, nutritional disease, physical injury",sitting in a parking lot not flying, **hindlimb**: minor abrasions on plantar surfaces of feet // ,emaciated crash lander,
804055,17-3096,10/28/2017 11:56,Common Loon or Great Northern Diver or Great Northern Loon,Santa Barbara Wildlife Care Network,Unknown Point Mugu CA,34.280588,-119.294801,Transferred,10/31/2017,Adult,"Stranded, petrochemical exposure",Unknown,**integument**: Oil spots on breast // ,,
827896,17-2284,11/2/2017 11:36,Common Murre or Guillemot,Native Animal Rescue,26 th Avenue Beach Santa Cruz CA,36.960813,-121.978429,Pending,,,Stranded,"weak , appeared sick",,,
827896,17-2285,11/2/2017 11:36,Common Murre or Guillemot,Native Animal Rescue,26 th Avenue Beach Santa Cruz CA,36.960813,-121.978429,Pending,,,Stranded,"weak , appeared sick",,,
753262,17-979,10/31/2017 14:27,Common Murre or Guillemot,Bird Ally X,Second parking lot of Samoa beach Samoa CA,,,Pending,,Juvenile,Stranded,beached,"**integument**: surface wet, sandy // ",,
693111,17-2276,10/31/2017 12:37,Common Murre or Guillemot,Native Animal Rescue,Sunny Cove Beach Santa Cruz CA,36.960938,-121.98884,Transferred,11/2/2017,,Stranded,on rocks at shoreline,,,
713834,17-2274,10/30/2017 23:00,Common Murre or Guillemot,Native Animal Rescue,Aptos Beach Aptos CA,36.971752,-121.900928,Transferred,11/2/2017,,Stranded,appeared sick or injured,,,
689830,17-2182,10/28/2017 13:52,Common Murre or Guillemot,SPCA for Monterey County,Salinas River State Beach Moss Landing CA,36.777204,-121.79541,Euthanized in 24hr,10/28/2017,Juvenile,"Stranded, physical injury",Beached,**forelimb**: Left humerus fractured and re-calcified on top of left elbow joint. Elbow and wrist joints frozen in place. // ,Fractured elbow,
806790,17-3112,10/31/2017 14:36,Northern Band-tailed Pigeon or Band-tailed Pigeon,Santa Barbara Wildlife Care Network,3230 Lucinda Ln. Santa Barbara CA,34.449193,-119.728391,Died +24hr,11/1/2017,Nestling,Gastrointestinal disease,injured,**head**: trich // ,,
806048,17-4950,10/29/2017 15:00,Rock Dove or Common Pigeon or Rock Pigeon or Fan-Tail Pigeon or Fantail Pigeon,Wildlife Care Association of Sacramento,350 Lanfranco Cir Sacramento CA,38.666504,-121.548302,Euthanized in 24hr,10/29/2017,Juvenile,Gastrointestinal disease,Injured wing,**head**: Seeds and trich 'cheese' in back of throat // **gastrointestinal**: Large blockage of esophagus/upper crop  // **comments**: Severe trichmonosis  // ,"Trichomonosis: ""trich cheese""",
806823,17-3147,10/31/2017 16:02,Rock Dove or Common Pigeon or Rock Pigeon or Fan-Tail Pigeon or Fantail Pigeon,WildCare,Van Ness x Mission  San Francisco  CA,37.772815,-122.41867,Euthanized +24hr,11/2/2017,Adult,Neurologic disease,"Walking, unable to stand, turning in circles ","**comments**: Person who brought to SFACC said bird might have neurological issues, walking, to flying, circling. I have not seen that behavior today. On ground and chased, she ran, no attempt to fly. Did not circle. Possibly blind in one eye? Tends to prefer to go right. Feces very green but formed, not watery. Gave 1 tab Spartrix PO. Monitor for sarco/PMV. RADS= NSF except 6 bright, very tiny balls in a row- looks like maybe he ate a chain of some sort? Could be lead? // ",,
689830,17-2183,10/28/2017 14:51,Rock Dove or Common Pigeon or Rock Pigeon or Fan-Tail Pigeon or Fantail Pigeon,SPCA for Monterey County,350 Calle Principal Monterey CA,36.600576,-121.895302,Euthanized in 24hr,,Adult,Neurologic disease,"neck was crooked, may have broken wing ","**head**: PLR in left eye, very little in right  // **cns**: Flopped to side, couldn't keep stance for long and kept dropping on back and spinning around on back  // **body**: Holding head to the side, and when observed on ground kept flopping to one side and turning head all the way around, head kept bending towards body  // **comments**: Neurologic state. The thought was to exact animal but too far gone neurologically that could drown in exact if thrown up. // ",Neurologic Head Truama ,
807264,17-3860,11/2/2017 8:26,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,5011 balfour lane Woodland Hills CA,34.161573,-118.623723,Pending,,Juvenile,Neurologic disease,"found in street running in circles not running away, head tilted ",**head**: Squeezed R eye shut // **cns**: Circles L // ,,
