ID,C_Year,C_Month,BeachName,BeachNumber,County,Header_ID,Species,Condition,Sex,Age,NumofFeet,ToeClipPrevious,ToeClipPost,Scavenged,CauseOfDeath,Oiled,OilExtent,WhereOiled,Photo,photoAttachment,Disposition,MarineMammal,MarineMammalLat,MarineMammalLong,Tag,Collected Specimen Number,Comments
6109,2015,1,Fort Ord,9,MTY,2015_01_09,SUSC,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6110,2015,1,Fort Ord,9,MTY,2015_01_09,COMU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6111,2015,1,Fort Ord,9,MTY,2015_01_09,ANMU,3,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,1 foot
6112,2015,1,Fort Ord,9,MTY,2015_01_09,ANMU,4,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,"no head, 1 foot"
6113,2015,1,Fort Ord,9,MTY,2015_01_09,WEGU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6114,2015,1,Fort Ord,9,MTY,2015_01_09,CAAU,4,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,1 foot
6115,2015,1,Fort Ord,9,MTY,2015_01_09,SUSC,3,F,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6116,2015,1,Fort Ord,9,MTY,2015_01_09,DCCO,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6117,2015,1,Fort Ord,9,MTY,2015_01_09,WEGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6118,2015,1,Fort Ord,9,MTY,2015_01_09,RHAU,4,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,1 foot
6119,2015,1,Fort Ord,9,MTY,2015_01_09,CAAU,4,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,1 foot
6120,2015,1,Fort Ord,9,MTY,2015_01_09,WEGU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6121,2015,1,Fort Ord,9,MTY,2015_01_09,WEGU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,head detached
6122,2015,1,Fort Ord,9,MTY,2015_01_09,GREB,3,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,"1 foot, no head, HOGR or EAGR"
6123,2015,1,Fort Ord,9,MTY,2015_01_09,CWGR,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,no head
6124,2015,1,Fort Ord,9,MTY,2015_01_09,PALO,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6125,2015,1,Fort Ord,9,MTY,2015_01_09,ANMU,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6126,2015,1,Fort Ord,9,MTY,2015_01_09,SUSC,4,M,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6127,2015,1,Fort Ord,9,MTY,2015_01_09,ANMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,no head
6128,2015,1,Fort Ord,9,MTY,2015_01_09,BRAC,2,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6129,2015,1,Fort Ord,9,MTY,2015_01_09,EAGR,4,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,1 foot
6130,2015,1,Fort Ord,9,MTY,2015_01_09,WEGU,4,U,AD,1,0,1,Y,4,N,,,N,0,,,,,N,,"1 foot, no head, in pieces"
6131,2015,1,Fort Ord,9,MTY,2015_01_09,BVSH,3,U,AD,1,0,1,Y,4,N,,,N,0,,,,,N,,1 foot
6132,2015,1,Fort Ord,9,MTY,2015_01_09,WEGR,3,U,AD,2,0,1,Y,4,N,,,N,0,,,,,N,,
6133,2015,1,Fort Ord,9,MTY,2015_01_09,BRAC,2,U,IM,2,0,1,Y,4,N,,,N,0,,,,,N,,
6134,2015,1,Fort Ord,9,MTY,2015_01_09,LOON,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"RTLO/PALO, has chinstrap, white tail tips"
6135,2015,1,Fort Ord,9,MTY,2015_01_09,CAAU,2,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6136,2015,1,Fort Ord,9,MTY,2015_01_09,CAAU,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6137,2015,1,Fort Ord,9,MTY,2015_01_09,RHAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6138,2015,1,Fort Ord,9,MTY,2015_01_09,BRPE,2,U,IM,2,0,1,N,4,N,,,N,0,,,,,N,,
6139,2015,1,Fort Ord,9,MTY,2015_01_09,BRPE,3,U,IM,2,0,1,Y,4,N,,,N,0,,,,,N,,
6140,2015,1,Fort Ord,9,MTY,2015_01_09,SUSC,3,F,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6141,2015,1,Fort Ord,9,MTY,2015_01_09,WEGR,2,U,U,2,0,1,N,4,N,,,Y,0,,,,,N,,"choked on fish? stuck in bill, failed to chew"
6142,2015,1,Fort Ord,9,MTY,2015_01_09,WEGU,3,U,FY,2,0,1,Y,4,N,,,N,0,,,,,N,,
6143,2015,1,Fort Ord,9,MTY,2015_01_09,ANMU,2,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,head detached
6144,2015,1,Fort Ord,9,MTY,2015_01_09,WEGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6145,2015,1,Fort Ord,9,MTY,2015_01_09,GULL,3,U,U,2,0,1,Y,4,N,,,Y,0,,,,,N,,maybe Mew Gull
6146,2015,1,Moonstone,12,SLO,2015_01_12,GREB,4,U,U,2,,,Y,4,N,,,N,0,,,,,N,,"head only, no toes"
6147,2015,1,Moonstone,12,SLO,2015_01_12,BRAC,3,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,only 1 foot
6148,2015,1,Moonstone,12,SLO,2015_01_12,RHAU,2,M,AD,2,0,9,N,4,Yes,2,,Y,0,MBNMS,,,,N,,"collected, delivered to Carolyn Skinder with MBNMS (oiled on ventral and under wing)"
6149,2015,1,San Simeon Creek,13,SLO,2015_01_13,GULL,4,U,U,2,,,Y,4,N,,,N,0,,,,,N,,NO HEAD OR FEET
6150,2015,1,San Simeon Creek,13,SLO,2015_01_13,CAAU,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6151,2015,1,San Simeon Creek,13,SLO,2015_01_13,CORM,4,U,AD,2,0,1,Y,4,N,,,N,0,,,,,N,,
6152,2015,1,San Simeon Cove,14,SLO,2015_01_14,HOGR,3,U,U,2,0,1,Y,4,N,,,Y,0,,,,,N,,
6153,2015,1,San Simeon Cove,14,SLO,2015_01_14,CAAU,4,U,U,2,0,1,Y,4,N,,,Y,0,,,,,N,,
6154,2015,1,San Simeon Cove,14,SLO,2015_01_14,CWGR,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,head missing
6155,2015,1,San Simeon Cove,14,SLO,2015_01_14,WEGU,4,U,FY,2,0,1,Y,4,N,,,N,0,,,,,N,,
6156,2015,1,San Simeon Cove,14,SLO,2015_01_14,GREB,4,U,U,2,0,1,Y,4,Yes,2,,N,0,,,,,N,,"head missing, size and plumage indicate either EAGR or HOGR"
6157,2015,1,San Simeon Cove,14,SLO,2015_01_14,WEGU,4,U,FY,2,0,1,Y,4,N,,,N,0,,,,,N,,
6158,2015,1,San Simeon Cove,14,SLO,2015_01_14,CWGR,4,U,U,2,0,1,Y,4,Yes,2,,N,0,,,,,N,,head missing
6159,2015,1,San Simeon Cove,14,SLO,2015_01_14,BRAC,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6160,2015,1,San Simeon Cove,14,SLO,2015_01_14,MAMU,2,U,U,2,0,9,N,4,N,,,Y,0,CDFW,,,,N,,"collected, brought to Mike Harris"
6161,2015,1,San Simeon Cove,14,SLO,2015_01_14,PECO,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6162,2015,1,San Simeon Cove,14,SLO,2015_01_14,WEGU,4,U,AD,2,0,1,Y,4,N,,,N,0,,,,,N,,
6163,2015,1,Arroyo de la Cruz,16,SLO,2015_01_16,NNNN,,,,2,,,,,,,,,0,,,,,,,
6164,2015,1,San Carpoforo,17,SLO,2015_01_17,NNNN,,,,2,,,,,,,,,0,,,,,,,
6165,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,4,U,U,2,,,Y,4,N,,,N,0,,,,,N,,
6166,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,3,U,U,0,,,Y,4,N,,,N,0,,,,,N,,feet too bably scavenged to clip
6167,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,3,U,U,0,,,Y,4,N,,,N,0,,,,,N,,"no head, no feet, large breastbone, b&w color"
6168,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,4,U,U,0,,,Y,4,N,,,N,0,,,,,N,,feet and head scavenged
6169,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,4,U,U,0,,,Y,4,N,,,N,0,,,,,N,,no feet
6170,2015,1,Del Monte,24,MTY,2015_01_24,COMU,2,U,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6171,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,2,U,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6172,2015,1,Del Monte,24,MTY,2015_01_24,EAGR,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6173,2015,1,Del Monte,24,MTY,2015_01_24,WEGU,2,U,IM,2,0,1,N,4,N,,,N,0,,,,,N,,
6174,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,2,F,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6175,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6176,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6177,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,4,U,U,1,0,1,Y,4,N,,,N,0,,,,,N,,"no head, 1 foot"
6178,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6179,2015,1,Del Monte,24,MTY,2015_01_24,COMU,2,U,AD,2,0,1,Y,4,N,,,N,0,,,,,N,,
6180,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,2,U,IM,2,0,1,Y,4,N,,,N,0,,,,,N,,
6181,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6182,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6183,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6184,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6185,2015,1,Del Monte,24,MTY,2015_01_24,EAGR,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6186,2015,1,Del Monte,24,MTY,2015_01_24,DOVE,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6187,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6188,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,2,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,feet badly scavenged
6189,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,2,M,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6190,2015,1,Del Monte,24,MTY,2015_01_24,WEGU,3,U,IM,2,0,1,Y,4,N,,,N,0,,,,,N,,
6191,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,2,U,U,2,0,9,N,4,N,,,N,0,,,,,N,,"ancient murrelet, collected"
6192,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,2,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,ancient murrelet
6193,2015,1,Del Monte,24,MTY,2015_01_24,COMU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6194,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,2,U,IM,2,0,1,N,4,N,,,N,0,,,,,N,,
6195,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6196,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6197,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6198,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,ancient murrelet
6199,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"possible CAAU, no head/feet scavenged"
6200,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,fresh in with tide at surf line
6201,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6202,2015,1,Del Monte,24,MTY,2015_01_24,CWGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"higher white around eye but not above, thin slightly upturned bill - female?"
6203,2015,1,Del Monte,24,MTY,2015_01_24,BRPE,2,U,AD,2,0,1,N,2,N,,,N,0,,,,,N,,fishing line and hook
6204,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,2,U,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6205,2015,1,Del Monte,24,MTY,2015_01_24,REPH,3,U,U,2,0,9,Y,4,N,,,N,0,,,,,N,,bill matches Red Phalarope
6206,2015,1,Del Monte,24,MTY,2015_01_24,COLO,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,very worn primaries 1-5
6207,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,2,U,IM,2,0,1,N,4,N,,,N,0,,,,,N,,
6208,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6209,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6210,2015,1,Del Monte,24,MTY,2015_01_24,SUSC,3,U,M,2,0,1,Y,4,N,,,N,0,,,,,N,,
6211,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,2,U,U,2,0,1,N,4,Yes,3,,Y,0,,,,,N,,
6212,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6213,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6214,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"ancient murrelet, light bill"
6215,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6216,2015,1,Del Monte,24,MTY,2015_01_24,PALO,2,U,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6217,2015,1,Del Monte,24,MTY,2015_01_24,COMU,2,U,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6218,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,no head
6219,2015,1,Del Monte,24,MTY,2015_01_24,PHAL,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6220,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,2,U,IM,2,0,1,N,4,N,,,N,0,,,,,N,,
6221,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,4,U,U,1,0,1,N,4,N,,,N,0,,,,,N,,"1 foot, head mostly gone"
6222,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,2,U,IM,2,0,1,N,4,N,,,N,0,,,,,N,,
6223,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6224,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6225,2015,1,Del Monte,24,MTY,2015_01_24,COMU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6226,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6227,2015,1,Del Monte,24,MTY,2015_01_24,SUSC,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6228,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,no head
6229,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,ancient murrelet
6230,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6231,2015,1,Del Monte,24,MTY,2015_01_24,COMU,2,U,U,2,0,1,N,4,N,,,Y,0,,,,,N,,"unusual speckled neck, transitioning plumage"
6232,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6233,2015,1,Del Monte,24,MTY,2015_01_24,PALO,2,U,IM,2,0,1,N,4,N,,,N,0,,,,,N,,
6234,2015,1,Del Monte,24,MTY,2015_01_24,COMU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6235,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,3,U,U,2,0,1,N,4,Yes,1,,Y,0,,,,,N,,ancient murrelet
6236,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,3,U,IM,2,0,1,Y,4,N,,,N,0,,,,,N,,
6237,2015,1,Del Monte,24,MTY,2015_01_24,SOSH,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"large, pretty fresh"
6238,2015,1,Del Monte,24,MTY,2015_01_24,BVSH,2,U,U,2,0,9,N,4,N,,,N,0,,,,,N,,collected
6239,2015,1,Del Monte,24,MTY,2015_01_24,LOON,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"likely PALO, too dirty to tell from markings"
6240,2015,1,Del Monte,24,MTY,2015_01_24,EAGR,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6241,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6242,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,2,U,U,2,0,9,N,4,N,,,Y,0,,,,,N,,"ancient murrelet, so fresh it looked alive, collected"
6243,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6244,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6245,2015,1,Del Monte,24,MTY,2015_01_24,COMU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6246,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6247,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,no head
6248,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6249,2015,1,Del Monte,24,MTY,2015_01_24,LOON,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"dirty, very speckled back, smallish"
6250,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6251,2015,1,Del Monte,24,MTY,2015_01_24,BRPE,3,U,AD,2,0,1,Y,4,N,,,N,0,,,,,N,,mostly buried
6252,2015,1,Del Monte,24,MTY,2015_01_24,EAGR,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6253,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6254,2015,1,Del Monte,24,MTY,2015_01_24,COMU,3,U,U,2,0,1,N,4,Yes,3,,N,0,,,,,N,,"caked oil on belly, some on wings and back near tail"
6255,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6256,2015,1,Del Monte,24,MTY,2015_01_24,EAGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6257,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6258,2015,1,Del Monte,24,MTY,2015_01_24,NOFU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,intermediate morph
6259,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6260,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,3,U,U,2,0,1,Y,4,Yes,3,,N,0,,,,,N,,"oil caked on ventral, wings, feet, no head"
6261,2015,1,Del Monte,24,MTY,2015_01_24,PHVI,3,U,AD,2,0,1,Y,4,N,,,N,0,,,,,N,MLMLMM2855,"172cm, 1/2 of head missing, 36º36'21""N 121º52'3""W"
6262,2015,1,Del Monte,24,MTY,2015_01_24,COMU,3,U,U,2,0,1,Y,2,N,,,Y,0,,,,,N,,
6263,2015,1,Del Monte,24,MTY,2015_01_24,SOSH,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6264,2015,1,Del Monte,24,MTY,2015_01_24,CWGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6265,2015,1,Del Monte,24,MTY,2015_01_24,PALO,2,U,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6266,2015,1,Del Monte,24,MTY,2015_01_24,BRAC,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6267,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,no head
6268,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6269,2015,1,Del Monte,24,MTY,2015_01_24,COMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6270,2015,1,Del Monte,24,MTY,2015_01_24,CWGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,no head
6271,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,mostly buried
6272,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,ancient murrelet
6273,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6274,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,4,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"likely CAAU, no head, feet bleached"
6275,2015,1,Del Monte,24,MTY,2015_01_24,EAGR,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6276,2015,1,Del Monte,24,MTY,2015_01_24,GREB,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,EAGR/HOGR
6277,2015,1,Del Monte,24,MTY,2015_01_24,COMU,3,U,U,2,0,1,Y,4,Yes,4,,N,0,,,,,N,,
6278,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,feet badly scavenged
6279,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,Yes,3,,N,0,,,,,N,,
6280,2015,1,Del Monte,24,MTY,2015_01_24,SUSC,2,M,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6281,2015,1,Del Monte,24,MTY,2015_01_24,COMU,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6282,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6283,2015,1,Del Monte,24,MTY,2015_01_24,PHVI,4,U,IM,2,0,1,Y,4,N,,,N,0,,,,,N,,
6284,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,ancient murrelet
6285,2015,1,Del Monte,24,MTY,2015_01_24,CAAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6286,2015,1,Del Monte,24,MTY,2015_01_24,COMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6287,2015,1,Del Monte,24,MTY,2015_01_24,COMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6288,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6289,2015,1,Del Monte,24,MTY,2015_01_24,CWGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"no head, partly buried"
6290,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"ancient, reddish bill"
6291,2015,1,Del Monte,24,MTY,2015_01_24,ANMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,"ancient, reddish bill"
6292,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6293,2015,1,Del Monte,24,MTY,2015_01_24,PALO,3,U,AD,2,0,1,N,4,N,,,N,0,,,,,N,,
6294,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6295,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6296,2015,1,Del Monte,24,MTY,2015_01_24,SUSC,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6297,2015,1,Del Monte,24,MTY,2015_01_24,EAGR,3,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6298,2015,1,Del Monte,24,MTY,2015_01_24,RHAU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6299,2015,1,Del Monte,24,MTY,2015_01_24,WEGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6300,2015,1,Del Monte,24,MTY,2015_01_24,EAGR,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6301,2015,1,Del Monte,24,MTY,2015_01_24,ALCD,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6302,2015,1,Del Monte,24,MTY,2015_01_24,SUSC,3,M,AD,2,0,1,Y,4,N,,,N,0,,,,,N,,
6303,2015,1,4-mile,25,SC,2015_01_25,HEEG,2,U,U,2,0,1,N,4,N,,,N,0,,,,,N,,
6304,2015,1,4-mile,25,SC,2015_01_25,HEEG,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6305,2015,1,4-mile,25,SC,2015_01_25,CORM,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6306,2015,1,4-mile,25,SC,2015_01_25,XAMU,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6307,2015,1,4-mile,25,SC,2015_01_25,PALO,3,U,U,2,0,1,Y,4,N,,,N,0,,,,,N,,
6308,2015,1,Morro Bay,26,SLO,2015_01_26,GREB,4,U,U,2,,,Y,4,N,,,N,0,,,,,N,,either EAGR or HOGR
